0,1
Datasets\Medicines\words\Rabe_1_4090.png,Rabe
Datasets\Medicines\words\TiofoopAcecap_1_221.png,TiofoopAcecap
Datasets\Medicines\words\Micoral_1_3699.png,Micoral
Datasets\Medicines\words\Dimerol_1_1271.png,Dimerol
Datasets\Medicines\words\TiofoopAcecap_1_3151.png,TiofoopAcecap
Datasets\Medicines\words\Ezex_1_519.png,Ezex
Datasets\Medicines\words\Fenadin_1_1681.png,Fenadin
Datasets\Medicines\words\Paracetamol_1_2033.png,Paracetamol
Datasets\Medicines\words\Intimate_1_3836.png,Intimate
Datasets\Medicines\words\Danflex_1_329.png,Danflex
Datasets\Medicines\words\Paracetamol_1_2472.png,Paracetamol
Datasets\Medicines\words\VertinaPlus_1_60.png,VertinaPlus
Datasets\Medicines\words\Napa_1_104.png,Napa
Datasets\Medicines\words\Folic_1_784.png,Folic
Datasets\Medicines\words\Metronidazole_1_3114.png,Metronidazole
Datasets\Medicines\words\Ezex_1_1287.png,Ezex
Datasets\Medicines\words\CoAmoxiclav_1_2473.png,CoAmoxiclav
Datasets\Medicines\words\Flunarizine_1_3582.png,Flunarizine
Datasets\Medicines\words\Etorix_1_3876.png,Etorix
Datasets\Medicines\words\Cotrimoxazole_1_2421.png,Cotrimoxazole
Datasets\Medicines\words\Pantonix_1_3947.png,Pantonix
Datasets\Medicines\words\VitaminBComplex_1_2361.png,VitaminBComplex
Datasets\Medicines\words\Esotac_1_436.png,Esotac
Datasets\Medicines\words\MefenamicAcid_1_2339.png,MefenamicAcid
Datasets\Medicines\words\ReefcalD_1_3641.png,ReefcalD
Datasets\Medicines\words\MefenamicAcid_1_2107.png,MefenamicAcid
Datasets\Medicines\words\Xalcort_1_3630.png,Xalcort
Datasets\Medicines\words\Clopid_1_3598.png,Clopid
Datasets\Medicines\words\Geston_1_1404.png,Geston
Datasets\Medicines\words\Nutrilina_1_1491.png,Nutrilina
Datasets\Medicines\words\Ulfate_1_1095.png,Ulfate
Datasets\Medicines\words\AlgitaD_1_3429.png,AlgitaD
Datasets\Medicines\words\Moxibac_1_1158.png,Moxibac
Datasets\Medicines\words\Seclo_1_3416.png,Seclo
Datasets\Medicines\words\Neobion_1_3395.png,Neobion
Datasets\Medicines\words\remmo_1_179.png,remmo
Datasets\Medicines\words\ATOZSenior_1_804.png,ATOZSenior
Datasets\Medicines\words\Cefalexin_1_2190.png,Cefalexin
Datasets\Medicines\words\CinaronPlus_1_1557.png,CinaronPlus
Datasets\Medicines\words\Paracetamol-Tramadol_1_2486.png,Paracetamol-Tramadol
Datasets\Medicines\words\Levocar_1_1097.png,Levocar
Datasets\Medicines\words\Cefalexin_1_2686.png,Cefalexin
Datasets\Medicines\words\Ambroxol_1_2462.png,Ambroxol
Datasets\Medicines\words\Salbutamol_1_2100.png,Salbutamol
Datasets\Medicines\words\Cef-3DS_1_414.png,Cef-3DS
Datasets\Medicines\words\MefenamicAcid_1_2304.png,MefenamicAcid
Datasets\Medicines\words\Beklo_1_1453.png,Beklo
Datasets\Medicines\words\Meloxicam_1_2803.png,Meloxicam
Datasets\Medicines\words\Bactrocin_1_1612.png,Bactrocin
Datasets\Medicines\words\Montair_1_3791.png,Montair
Datasets\Medicines\words\Pantonix_1_4042.png,Pantonix
Datasets\Medicines\words\FossicalDX_1_71.png,FossicalDX
Datasets\Medicines\words\Geston_1_4023.png,Geston
Datasets\Medicines\words\CoAmoxiclav_1_2032.png,CoAmoxiclav
Datasets\Medicines\words\Sultamicillin_1_2959.png,Sultamicillin
Datasets\Medicines\words\Famodin_1_3328.png,Famodin
Datasets\Medicines\words\Vergon_1_917.png,Vergon
Datasets\Medicines\words\Clindamycin_1_2651.png,Clindamycin
Datasets\Medicines\words\Met_1_3531.png,Met
Datasets\Medicines\words\Abecab_1_478.png,Abecab
Datasets\Medicines\words\Viset_1_3415.png,Viset
Datasets\Medicines\words\Losectil_1_3499.png,Losectil
Datasets\Medicines\words\Solas_1_3727.png,Solas
Datasets\Medicines\words\Normanal_1_266.png,Normanal
Datasets\Medicines\words\Cefuroxime_1_2840.png,Cefuroxime
Datasets\Medicines\words\TranexamicAcid_1_2521.png,TranexamicAcid
Datasets\Medicines\words\Exor_1_3854.png,Exor
Datasets\Medicines\words\CalboD_1_671.png,CalboD
Datasets\Medicines\words\Feripon_1_586.png,Feripon
Datasets\Medicines\words\Ciprofloxacin_1_2564.png,Ciprofloxacin
Datasets\Medicines\words\Salbutamol_1_3039.png,Salbutamol
Datasets\Medicines\words\AscorbicAcid_1_2704.png,AscorbicAcid
Datasets\Medicines\words\Airflow_1_47.png,Airflow
Datasets\Medicines\words\MefenamicAcid_1_2182.png,MefenamicAcid
Datasets\Medicines\words\Neurobest_1_3480.png,Neurobest
Datasets\Medicines\words\Camlosart_1_1758.png,Camlosart
Datasets\Medicines\words\Acifix_1_1740.png,Acifix
Datasets\Medicines\words\Acetylcysteine_1_2493.png,Acetylcysteine
Datasets\Medicines\words\Myolax_1_728.png,Myolax
Datasets\Medicines\words\Monas_1_1696.png,Monas
Datasets\Medicines\words\Myolax_1_581.png,Myolax
Datasets\Medicines\words\Meloxicam_1_1980.png,Meloxicam
Datasets\Medicines\words\Napadol_1_869.png,Napadol
Datasets\Medicines\words\Fuclav_1_3924.png,Fuclav
Datasets\Medicines\words\Torax_1_1734.png,Torax
Datasets\Medicines\words\Cafenol_1_532.png,Cafenol
Datasets\Medicines\words\Frucard_1_1440.png,Frucard
Datasets\Medicines\words\Rofixim_1_4040.png,Rofixim
Datasets\Medicines\words\CoralcalDX_1_1737.png,CoralcalDX
Datasets\Medicines\words\Cefixime_1_2498.png,Cefixime
Datasets\Medicines\words\Cevit_1_1523.png,Cevit
Datasets\Medicines\words\Tearon_1_3191.png,Tearon
Datasets\Medicines\words\Tenil_1_137.png,Tenil
Datasets\Medicines\words\Odmon_1_820.png,Odmon
Datasets\Medicines\words\Guiafenesin-Salbutamol_1_2163.png,Guiafenesin-Salbutamol
Datasets\Medicines\words\Ecosprin_1_3289.png,Ecosprin
Datasets\Medicines\words\Ceftron_1_3903.png,Ceftron
Datasets\Medicines\words\TopiumRotacap_1_1084.png,TopiumRotacap
Datasets\Medicines\words\Escilex_1_1631.png,Escilex
Datasets\Medicines\words\Mycocure_1_976.png,Mycocure
Datasets\Medicines\words\Ecosprin_1_158.png,Ecosprin
Datasets\Medicines\words\Dicaltrol_1_286.png,Dicaltrol
Datasets\Medicines\words\Byloza_1_625.png,Byloza
Datasets\Medicines\words\Montair_1_3358.png,Montair
Datasets\Medicines\words\Paracetamol_1_1882.png,Paracetamol
Datasets\Medicines\words\TranexamicAcid_1_2572.png,TranexamicAcid
Datasets\Medicines\words\Neuroxen_1_4034.png,Neuroxen
Datasets\Medicines\words\Furoclav_1_3166.png,Furoclav
Datasets\Medicines\words\Solas_1_1151.png,Solas
Datasets\Medicines\words\Meloxicam_1_2530.png,Meloxicam
Datasets\Medicines\words\Avlolac_1_3702.png,Avlolac
Datasets\Medicines\words\CoralcalDX_1_3642.png,CoralcalDX
Datasets\Medicines\words\Cefalexin_1_2150.png,Cefalexin
Datasets\Medicines\words\Carbocisteine_1_1964.png,Carbocisteine
Datasets\Medicines\words\Tofen_1_3140.png,Tofen
Datasets\Medicines\words\Prelica_1_1332.png,Prelica
Datasets\Medicines\words\SolvitB_1_3789.png,SolvitB
Datasets\Medicines\words\Amoxicillin_1_2344.png,Amoxicillin
Datasets\Medicines\words\Aristovit_1_3449.png,Aristovit
Datasets\Medicines\words\KindicalD_1_1510.png,KindicalD
Datasets\Medicines\words\Zinc_1_2542.png,Zinc
Datasets\Medicines\words\N-S_1_1221.png,N-S
Datasets\Medicines\words\Beklo_1_56.png,Beklo
Datasets\Medicines\words\Sultamicillin_1_1951.png,Sultamicillin
Datasets\Medicines\words\FossicalD_1_712.png,FossicalD
Datasets\Medicines\words\Levoflox_1_3107.png,Levoflox
Datasets\Medicines\words\Cefixime_1_1867.png,Cefixime
Datasets\Medicines\words\Noclog_1_3465.png,Noclog
Datasets\Medicines\words\Cefalexin_1_2094.png,Cefalexin
Datasets\Medicines\words\Finix_1_4112.png,Finix
Datasets\Medicines\words\Cefalexin_1_1920.png,Cefalexin
Datasets\Medicines\words\AbetisPlus_1_3902.png,AbetisPlus
Datasets\Medicines\words\PenvikDS_1_3280.png,PenvikDS
Datasets\Medicines\words\Salbutamol_1_1937.png,Salbutamol
Datasets\Medicines\words\MefenamicAcid_1_2938.png,MefenamicAcid
Datasets\Medicines\words\Amoxicillin_1_2093.png,Amoxicillin
Datasets\Medicines\words\Relaxo_1_4055.png,Relaxo
Datasets\Medicines\words\Ropitor_1_3497.png,Ropitor
Datasets\Medicines\words\Reelife_1_3716.png,Reelife
Datasets\Medicines\words\Easylife_1_1425.png,Easylife
Datasets\Medicines\words\Linaglip_1_1274.png,Linaglip
Datasets\Medicines\words\Tofen_1_4078.png,Tofen
Datasets\Medicines\words\Pogo_1_1698.png,Pogo
Datasets\Medicines\words\Finix_1_3545.png,Finix
Datasets\Medicines\words\Avaspray_1_3668.png,Avaspray
Datasets\Medicines\words\Monas_1_3342.png,Monas
Datasets\Medicines\words\Cefalexin_1_2030.png,Cefalexin
Datasets\Medicines\words\ExiumMups_1_1355.png,ExiumMups
Datasets\Medicines\words\Ciprofloxacin_1_3047.png,Ciprofloxacin
Datasets\Medicines\words\Cefalexin_1_2204.png,Cefalexin
Datasets\Medicines\words\Carbocisteine_1_3044.png,Carbocisteine
Datasets\Medicines\words\OralRehydrationSalt_1_2072.png,OralRehydrationSalt
Datasets\Medicines\words\Tofaxen_1_3978.png,Tofaxen
Datasets\Medicines\words\Iventi_1_4086.png,Iventi
Datasets\Medicines\words\Ebatin_1_3704.png,Ebatin
Datasets\Medicines\words\Deflux_1_3444.png,Deflux
Datasets\Medicines\words\Cefuroxime_1_2644.png,Cefuroxime
Datasets\Medicines\words\Seclo_1_1379.png,Seclo
Datasets\Medicines\words\Celecoxib_1_1818.png,Celecoxib
Datasets\Medicines\words\Algin_1_3742.png,Algin
Datasets\Medicines\words\Paracetamol_1_1858.png,Paracetamol
Datasets\Medicines\words\Azalid_1_1135.png,Azalid
Datasets\Medicines\words\Cefixime_1_2860.png,Cefixime
Datasets\Medicines\words\Diasulin_1_3476.png,Diasulin
Datasets\Medicines\words\Paricel_1_1452.png,Paricel
Datasets\Medicines\words\Cortan_1_358.png,Cortan
Datasets\Medicines\words\Sergel_1_471.png,Sergel
Datasets\Medicines\words\CoAmoxiclav_1_2400.png,CoAmoxiclav
Datasets\Medicines\words\NexumMups_1_845.png,NexumMups
Datasets\Medicines\words\Cetirizine_1_2964.png,Cetirizine
Datasets\Medicines\words\Salbutamol_1_2531.png,Salbutamol
Datasets\Medicines\words\Reversair_1_1430.png,Reversair
Datasets\Medicines\words\AzmasolHFA_1_3150.png,AzmasolHFA
Datasets\Medicines\words\Ciprofloxacin_1_1825.png,Ciprofloxacin
Datasets\Medicines\words\Fenadin_1_377.png,Fenadin
Datasets\Medicines\words\Esocon_1_3146.png,Esocon
Datasets\Medicines\words\Fenadin_1_1012.png,Fenadin
Datasets\Medicines\words\Solupred_1_3867.png,Solupred
Datasets\Medicines\words\Amikacin_1_3113.png,Amikacin
Datasets\Medicines\words\SquareZinc_1_4127.png,SquareZinc
Datasets\Medicines\words\Anustat_1_3703.png,Anustat
Datasets\Medicines\words\Nexcap_1_561.png,Nexcap
Datasets\Medicines\words\MefenamicAcid_1_2392.png,MefenamicAcid
Datasets\Medicines\words\Canvo_1_3369.png,Canvo
Datasets\Medicines\words\remmo_1_3777.png,remmo
Datasets\Medicines\words\Rablet_1_1645.png,Rablet
Datasets\Medicines\words\Avas_1_4018.png,Avas
Datasets\Medicines\words\Avolac_1_102.png,Avolac
Datasets\Medicines\words\Rebamipide_1_1837.png,Rebamipide
Datasets\Medicines\words\Doxorin_1_1269.png,Doxorin
Datasets\Medicines\words\remmo_1_134.png,remmo
Datasets\Medicines\words\Colchicine_1_1846.png,Colchicine
Datasets\Medicines\words\Levocetirizine_1_1919.png,Levocetirizine
Datasets\Medicines\words\Norium_1_31.png,Norium
Datasets\Medicines\words\NeuroB_1_1805.png,NeuroB
Datasets\Medicines\words\Fenat_1_1518.png,Fenat
Datasets\Medicines\words\Cef-3_1_1365.png,Cef-3
Datasets\Medicines\words\MefenamicAcid_1_1896.png,MefenamicAcid
Datasets\Medicines\words\Salbutamol_1_2001.png,Salbutamol
Datasets\Medicines\words\Fluxit_1_1306.png,Fluxit
Datasets\Medicines\words\Cefixime_1_2672.png,Cefixime
Datasets\Medicines\words\Eylon_1_1760.png,Eylon
Datasets\Medicines\words\Parafresh_1_4118.png,Parafresh
Datasets\Medicines\words\Dyvon_1_935.png,Dyvon
Datasets\Medicines\words\Clindamycin_1_1910.png,Clindamycin
Datasets\Medicines\words\Ambroxol_1_2793.png,Ambroxol
Datasets\Medicines\words\Bopam_1_1068.png,Bopam
Datasets\Medicines\words\Cefalexin_1_2676.png,Cefalexin
Datasets\Medicines\words\Carbocisteine_1_2735.png,Carbocisteine
Datasets\Medicines\words\Fondy_1_664.png,Fondy
Datasets\Medicines\words\Erdosteine_1_2218.png,Erdosteine
Datasets\Medicines\words\Gensulin_1_3540.png,Gensulin
Datasets\Medicines\words\Paracetamol_1_2058.png,Paracetamol
Datasets\Medicines\words\Monas_1_3933.png,Monas
Datasets\Medicines\words\Carbocisteine_1_2874.png,Carbocisteine
Datasets\Medicines\words\Sultamicillin_1_2280.png,Sultamicillin
Datasets\Medicines\words\Napa_1_707.png,Napa
Datasets\Medicines\words\Amoxicillin_1_2833.png,Amoxicillin
Datasets\Medicines\words\FevizPlus_1_4088.png,FevizPlus
Datasets\Medicines\words\Omastin_1_3281.png,Omastin
Datasets\Medicines\words\Cloxacillin_1_2548.png,Cloxacillin
Datasets\Medicines\words\Alex_1_3585.png,Alex
Datasets\Medicines\words\Algin_1_3529.png,Algin
Datasets\Medicines\words\Nebulization_1_3837.png,Nebulization
Datasets\Medicines\words\LucanR_1_3510.png,LucanR
Datasets\Medicines\words\DDR_1_3508.png,DDR
Datasets\Medicines\words\Cefixime_1_2129.png,Cefixime
Datasets\Medicines\words\Cefalexin_1_1816.png,Cefalexin
Datasets\Medicines\words\Renova_1_3624.png,Renova
Datasets\Medicines\words\Cefixime_1_2792.png,Cefixime
Datasets\Medicines\words\Acetylcysteine_1_2903.png,Acetylcysteine
Datasets\Medicines\words\Melpred_1_3576.png,Melpred
Datasets\Medicines\words\Menogia_1_1343.png,Menogia
Datasets\Medicines\words\Ciprocin_1_3660.png,Ciprocin
Datasets\Medicines\words\Paloxi_1_1600.png,Paloxi
Datasets\Medicines\words\Cinaron_1_1157.png,Cinaron
Datasets\Medicines\words\Pantoprazole_1_2756.png,Pantoprazole
Datasets\Medicines\words\Peloxi_1_3592.png,Peloxi
Datasets\Medicines\words\Ketolac_1_3690.png,Ketolac
Datasets\Medicines\words\Rolac_1_1203.png,Rolac
Datasets\Medicines\words\MefenamicAcid_1_2064.png,MefenamicAcid
Datasets\Medicines\words\Etorix_1_262.png,Etorix
Datasets\Medicines\words\Myolax_1_765.png,Myolax
Datasets\Medicines\words\Dydrogesterone_1_1829.png,Dydrogesterone
Datasets\Medicines\words\Emistat_1_4000.png,Emistat
Datasets\Medicines\words\ZoviaGold_1_1302.png,ZoviaGold
Datasets\Medicines\words\Cardinex_1_1767.png,Cardinex
Datasets\Medicines\words\Cef-3_1_1041.png,Cef-3
Datasets\Medicines\words\Procaterol_1_3042.png,Procaterol
Datasets\Medicines\words\CoAmoxiclav_1_2201.png,CoAmoxiclav
Datasets\Medicines\words\Trumega_1_3386.png,Trumega
Datasets\Medicines\words\TranexamicAcid_1_2368.png,TranexamicAcid
Datasets\Medicines\words\Fendex_1_3138.png,Fendex
Datasets\Medicines\words\Pogo_1_380.png,Pogo
Datasets\Medicines\words\Dimerol_1_35.png,Dimerol
Datasets\Medicines\words\Lopo_1_1770.png,Lopo
Datasets\Medicines\words\Meloxicam_1_3077.png,Meloxicam
Datasets\Medicines\words\CoAmoxiclav_1_2636.png,CoAmoxiclav
Datasets\Medicines\words\Amoxicillin_1_2646.png,Amoxicillin
Datasets\Medicines\words\Paracetamol_1_2180.png,Paracetamol
Datasets\Medicines\words\Clarithromycin_1_1886.png,Clarithromycin
Datasets\Medicines\words\Cefalexin_1_2888.png,Cefalexin
Datasets\Medicines\words\AlgecalD_1_92.png,AlgecalD
Datasets\Medicines\words\Lumona_1_1311.png,Lumona
Datasets\Medicines\words\Zeefol-CI_1_1503.png,Zeefol-CI
Datasets\Medicines\words\Xylocon_1_512.png,Xylocon
Datasets\Medicines\words\Paloron_1_689.png,Paloron
Datasets\Medicines\words\Roxyzin_1_1682.png,Roxyzin
Datasets\Medicines\words\LyrinexCR_1_374.png,LyrinexCR
Datasets\Medicines\words\Feripon_1_1380.png,Feripon
Datasets\Medicines\words\Camlodin_1_885.png,Camlodin
Datasets\Medicines\words\Menogia_1_944.png,Menogia
Datasets\Medicines\words\Lijenta_1_3495.png,Lijenta
Datasets\Medicines\words\Ceferon-3_1_3803.png,Ceferon-3
Datasets\Medicines\words\Reversair_1_3844.png,Reversair
Datasets\Medicines\words\Pantonix_1_3190.png,Pantonix
Datasets\Medicines\words\Pantolok_1_522.png,Pantolok
Datasets\Medicines\words\KalcoralDX_1_928.png,KalcoralDX
Datasets\Medicines\words\Cildip_1_3478.png,Cildip
Datasets\Medicines\words\Amoxicillin_1_2892.png,Amoxicillin
Datasets\Medicines\words\PhylopenDS_1_1707.png,PhylopenDS
Datasets\Medicines\words\Cefalexin_1_1840.png,Cefalexin
Datasets\Medicines\words\Rozavel_1_1529.png,Rozavel
Datasets\Medicines\words\TranexamicAcid_1_2512.png,TranexamicAcid
Datasets\Medicines\words\Telazine_1_1451.png,Telazine
Datasets\Medicines\words\Maxpro_1_442.png,Maxpro
Datasets\Medicines\words\Bilan_1_913.png,Bilan
Datasets\Medicines\words\MarinCal-DX_1_528.png,MarinCal-DX
Datasets\Medicines\words\Biofol_1_1353.png,Biofol
Datasets\Medicines\words\Salmolin_1_3472.png,Salmolin
Datasets\Medicines\words\Ciprofloxacin_1_2273.png,Ciprofloxacin
Datasets\Medicines\words\Filodoxin_1_433.png,Filodoxin
Datasets\Medicines\words\EmezinPlus_1_1799.png,EmezinPlus
Datasets\Medicines\words\Orcical_1_3602.png,Orcical
Datasets\Medicines\words\Napadol_1_3475.png,Napadol
Datasets\Medicines\words\CoAmoxiclav_1_2008.png,CoAmoxiclav
Datasets\Medicines\words\Lijenta_1_3428.png,Lijenta
Datasets\Medicines\words\Co-Axet_1_1509.png,Co-Axet
Datasets\Medicines\words\Salbutamol_1_2883.png,Salbutamol
Datasets\Medicines\words\Adam33_1_3145.png,Adam33
Datasets\Medicines\words\Cefixime_1_2818.png,Cefixime
Datasets\Medicines\words\Methipred_1_964.png,Methipred
Datasets\Medicines\words\BrodilLevoHFA_1_3179.png,BrodilLevoHFA
Datasets\Medicines\words\CoAmoxiclav_1_2130.png,CoAmoxiclav
Datasets\Medicines\words\Lijenta_1_3196.png,Lijenta
Datasets\Medicines\words\Clindamycin_1_2730.png,Clindamycin
Datasets\Medicines\words\Neozep_1_2722.png,Neozep
Datasets\Medicines\words\Arilin_1_695.png,Arilin
Datasets\Medicines\words\CoAmoxiclav_1_2890.png,CoAmoxiclav
Datasets\Medicines\words\Clobesol_1_3955.png,Clobesol
Datasets\Medicines\words\Ciprofloxacin_1_2295.png,Ciprofloxacin
Datasets\Medicines\words\Syu_1_3632.png,Syu
Datasets\Medicines\words\Dopadon_1_1046.png,Dopadon
Datasets\Medicines\words\Pethidine_1_3652.png,Pethidine
Datasets\Medicines\words\ReefcalKit_1_3354.png,ReefcalKit
Datasets\Medicines\words\Paracetamol_1_2537.png,Paracetamol
Datasets\Medicines\words\Amoxicillin_1_2140.png,Amoxicillin
Datasets\Medicines\words\Intimate_1_3335.png,Intimate
Datasets\Medicines\words\NapaRapid_1_1417.png,NapaRapid
Datasets\Medicines\words\Viset_1_3815.png,Viset
Datasets\Medicines\words\Menogia_1_3490.png,Menogia
Datasets\Medicines\words\Avaspray_1_3645.png,Avaspray
Datasets\Medicines\words\HPR-DS_1_124.png,HPR-DS
Datasets\Medicines\words\Exium_1_90.png,Exium
Datasets\Medicines\words\Daktarin_1_2721.png,Daktarin
Datasets\Medicines\words\Fexo_1_1585.png,Fexo
Datasets\Medicines\words\Neuroxen_1_927.png,Neuroxen
Datasets\Medicines\words\Probiotic_1_2384.png,Probiotic
Datasets\Medicines\words\Paracetamol_1_2720.png,Paracetamol
Datasets\Medicines\words\HypomerGel_1_564.png,HypomerGel
Datasets\Medicines\words\Xyril_1_1658.png,Xyril
Datasets\Medicines\words\Dysmen_1_3296.png,Dysmen
Datasets\Medicines\words\Cefalexin_1_2411.png,Cefalexin
Datasets\Medicines\words\Amoxicillin_1_2785.png,Amoxicillin
Datasets\Medicines\words\Acetylcysteine_1_3089.png,Acetylcysteine
Datasets\Medicines\words\Amoxicillin_1_2961.png,Amoxicillin
Datasets\Medicines\words\Sultamicillin_1_2539.png,Sultamicillin
Datasets\Medicines\words\Cloxacillin_1_2983.png,Cloxacillin
Datasets\Medicines\words\VitaminsC-Zinc_1_2998.png,VitaminsC-Zinc
Datasets\Medicines\words\Sultamicillin_1_2475.png,Sultamicillin
Datasets\Medicines\words\Lagundi_1_2811.png,Lagundi
Datasets\Medicines\words\TranexamicAcid_1_2752.png,TranexamicAcid
Datasets\Medicines\words\DiamicronMR_1_3530.png,DiamicronMR
Datasets\Medicines\words\Clopid_1_1794.png,Clopid
Datasets\Medicines\words\Folison_1_1301.png,Folison
Datasets\Medicines\words\Visceralgine_1_945.png,Visceralgine
Datasets\Medicines\words\Cefalexin_1_2607.png,Cefalexin
Datasets\Medicines\words\Methigic_1_1281.png,Methigic
Datasets\Medicines\words\Zeefol-CI_1_1314.png,Zeefol-CI
Datasets\Medicines\words\Zinc_1_2315.png,Zinc
Datasets\Medicines\words\CoAmoxiclav_1_2616.png,CoAmoxiclav
Datasets\Medicines\words\Cildip_1_1624.png,Cildip
Datasets\Medicines\words\Levocetirizine_1_2062.png,Levocetirizine
Datasets\Medicines\words\Thyrox_1_635.png,Thyrox
Datasets\Medicines\words\Cloxacillin_1_2702.png,Cloxacillin
Datasets\Medicines\words\Tribion_1_1539.png,Tribion
Datasets\Medicines\words\D-Rise_1_1651.png,D-Rise
Datasets\Medicines\words\Lyric_1_474.png,Lyric
Datasets\Medicines\words\MaxproMups_1_3294.png,MaxproMups
Datasets\Medicines\words\Ciprofloxacin_1_2762.png,Ciprofloxacin
Datasets\Medicines\words\Omidon_1_3417.png,Omidon
Datasets\Medicines\words\Prelica_1_3975.png,Prelica
Datasets\Medicines\words\Fixocard_1_86.png,Fixocard
Datasets\Medicines\words\Algin_1_3343.png,Algin
Datasets\Medicines\words\Remylin_1_3129.png,Remylin
Datasets\Medicines\words\Nalbun_1_905.png,Nalbun
Datasets\Medicines\words\Neuroxen_1_3724.png,Neuroxen
Datasets\Medicines\words\Clopid_1_3811.png,Clopid
Datasets\Medicines\words\SupraB_1_3675.png,SupraB
Datasets\Medicines\words\Rowatinex_1_2806.png,Rowatinex
Datasets\Medicines\words\AscorbicAcid_1_2716.png,AscorbicAcid
Datasets\Medicines\words\Aceclofenac_1_2659.png,Aceclofenac
Datasets\Medicines\words\Sultamicillin_1_2904.png,Sultamicillin
Datasets\Medicines\words\Lyroxen_1_3640.png,Lyroxen
Datasets\Medicines\words\Alarup_1_3333.png,Alarup
Datasets\Medicines\words\IpicalD_1_3855.png,IpicalD
Datasets\Medicines\words\MefenamicAcid_1_2520.png,MefenamicAcid
Datasets\Medicines\words\FungidalHC_1_3362.png,FungidalHC
Datasets\Medicines\words\Tofen_1_3606.png,Tofen
Datasets\Medicines\words\Cefuroxime_1_2534.png,Cefuroxime
Datasets\Medicines\words\Bactrocin_1_142.png,Bactrocin
Datasets\Medicines\words\Cotrimoxazole_1_2097.png,Cotrimoxazole
Datasets\Medicines\words\B126_1_191.png,B126
Datasets\Medicines\words\Amilin_1_161.png,Amilin
Datasets\Medicines\words\Thyrin_1_1433.png,Thyrin
Datasets\Medicines\words\Cotson_1_1225.png,Cotson
Datasets\Medicines\words\Folix_1_247.png,Folix
Datasets\Medicines\words\Indomet_1_3826.png,Indomet
Datasets\Medicines\words\Cloxacillin_1_3048.png,Cloxacillin
Datasets\Medicines\words\Ceftron_1_3940.png,Ceftron
Datasets\Medicines\words\Cefotil_1_3435.png,Cefotil
Datasets\Medicines\words\D-Rise_1_3889.png,D-Rise
Datasets\Medicines\words\Glinta_1_3477.png,Glinta
Datasets\Medicines\words\TranexamicAcid_1_2430.png,TranexamicAcid
Datasets\Medicines\words\Doxiva_1_1005.png,Doxiva
Datasets\Medicines\words\BetacapTR_1_3441.png,BetacapTR
Datasets\Medicines\words\SquareZinc_1_3450.png,SquareZinc
Datasets\Medicines\words\Cloxacillin_1_2989.png,Cloxacillin
Datasets\Medicines\words\Celecoxib_1_2387.png,Celecoxib
Datasets\Medicines\words\Silosin_1_1808.png,Silosin
Datasets\Medicines\words\Cefalexin_1_1996.png,Cefalexin
Datasets\Medicines\words\Montene_1_1175.png,Montene
Datasets\Medicines\words\Acetylcysteine_1_2423.png,Acetylcysteine
Datasets\Medicines\words\BrodilLevoHFA_1_829.png,BrodilLevoHFA
Datasets\Medicines\words\Paracetamol_1_2415.png,Paracetamol
Datasets\Medicines\words\Aceclofenac_1_2223.png,Aceclofenac
Datasets\Medicines\words\Furrosemide_1_2049.png,Furrosemide
Datasets\Medicines\words\CalboD_1_1785.png,CalboD
Datasets\Medicines\words\Montene_1_1149.png,Montene
Datasets\Medicines\words\Cefalexin_1_3050.png,Cefalexin
Datasets\Medicines\words\Cefuroxime_1_2734.png,Cefuroxime
Datasets\Medicines\words\Cefuclav_1_3559.png,Cefuclav
Datasets\Medicines\words\TranexamicAcid_1_2333.png,TranexamicAcid
Datasets\Medicines\words\Pericon_1_1237.png,Pericon
Datasets\Medicines\words\Losartan_1_2660.png,Losartan
Datasets\Medicines\words\GluvanPlus_1_3936.png,GluvanPlus
Datasets\Medicines\words\Zymet_1_1610.png,Zymet
Datasets\Medicines\words\Sultamicillin_1_2632.png,Sultamicillin
Datasets\Medicines\words\ZincOxide_1_2364.png,ZincOxide
Datasets\Medicines\words\Alve_1_3155.png,Alve
Datasets\Medicines\words\Cloxacillin_1_2426.png,Cloxacillin
Datasets\Medicines\words\Cefalexin_1_2987.png,Cefalexin
Datasets\Medicines\words\MefenamicAcid_1_1870.png,MefenamicAcid
Datasets\Medicines\words\Edeloss_1_1085.png,Edeloss
Datasets\Medicines\words\Sergel_1_3574.png,Sergel
Datasets\Medicines\words\Erythromycin_1_2418.png,Erythromycin
Datasets\Medicines\words\Neugaba_1_1486.png,Neugaba
Datasets\Medicines\words\Viscotin_1_1088.png,Viscotin
Datasets\Medicines\words\Amoxicillin_1_2596.png,Amoxicillin
Datasets\Medicines\words\Pogo_1_675.png,Pogo
Datasets\Medicines\words\SynogenAlfa_1_3875.png,SynogenAlfa
Datasets\Medicines\words\Iventi_1_3557.png,Iventi
Datasets\Medicines\words\Naproxen_1_152.png,Naproxen
Datasets\Medicines\words\Sultamicillin_1_3076.png,Sultamicillin
Datasets\Medicines\words\CoAmoxiclav_1_2898.png,CoAmoxiclav
Datasets\Medicines\words\Metnil_1_318.png,Metnil
Datasets\Medicines\words\Insulatard_1_323.png,Insulatard
Datasets\Medicines\words\Azin_1_395.png,Azin
Datasets\Medicines\words\Napa_1_3981.png,Napa
Datasets\Medicines\words\Cotson_1_3614.png,Cotson
